"dataResourceUid","images","raw_recordedBy","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","associatedOccurrences","previousIdentifications","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeography","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimDepth","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimCoordinates","verbatimLatitude","verbatimLatitude","verbatimLongitude","verbatimLongitude","verbatimCoordinateSystem","verbatimCoordinateSystem","verbatimSRS","footprintSRS","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","verbatimBasisOfRecord","measurementDeterminedDate","videos","species","measurementRemarks","measurementValue","relationshipRemarks","identifierRole","relationshipOfResource","measurementMethod","provenance","sounds","recordID","rights","source","verbatimScientificName","verbatimContinent","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","relatedResourceID","images","dcterms:type"
"dr15860","","Burgess, C.","","","UNSPECIFIED","","","","","","","","CANB","CBG","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","CANB:CBG:CBG 4364.2","CBG 4364.2","","Burgess, C.","","","","","","flowers, fertile","","","PRESENT","sheet","","","","","","","In fruit.","","","59fe94d2-63a9-46fa-b7e0-10c8d9e6a6a1","","","","","","1959-05-06T14:00:00Z","","1959","5","7","","","","","","","","","","","","","","","Australia","AU","New South Wales","","","Narrow Neck, Katoomba.","","","","","","","","","","","","-33.75","150.2667","EPSG:4326","1000.0","","33,45,,S,150,16,,E","-33.7500000000","","150.2667000000","","","","","","","","topo","","","","","","","Burgess, C.","1959-05-07","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","aea7e25f-b0f4-43e8-b2b2-e111e17961b0","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15860","","Walsh, N.G.","","","UNSPECIFIED","","","","","","","","CANB","CANB","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","CANB:CANB:CANB 339075.1","CANB 339075.1","685","Walsh, N.G.","","","","","","fertile","","","PRESENT","sheet","","","","","","","Involucre cream, florets pale grey/pink. First record for Victoria.","","","b97f154e-ae83-4ab3-8d2e-7c3a8ef16634","","","","","","1981-02-25T13:00:00Z","","1981","2","26","","Recently burnt sites within dry Eucalyptus kybeanensis, E. glaucescens, E. stellulata subalpine mallee woodland. Substrate of fine siltstone shale fragments. Full sun.","","","","","","","","","","","","","Australia","AU","Victoria","","","Brumby Point, Nunniong Plateau.","Brumby Point, Nunniong Plateau.","","","","","","","","","","","-37.0569","148.0611","EPSG:4326","50.0","","37,3,25,S,148,3,40,E","-37.0569000000","","148.0611000000","","","","","","","","","","","","","","","Walsh, N.G., Thompson, I.R.","","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","398cd702-e7a6-4492-8fdf-53d705877e92","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15860","","Burgess, C.","","","UNSPECIFIED","","","","","","","","CANB","CBG","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","CANB:CBG:CBG 4364.1","CBG 4364.1","","Burgess, C.","","","","","","flowers, fertile","","","PRESENT","sheet","","","","","","","In fruit.","","","aea7e25f-b0f4-43e8-b2b2-e111e17961b0","","","","","","1959-05-06T14:00:00Z","","1959","5","7","","","","","","","","","","","","","","","Australia","AU","New South Wales","","","Narrow Neck, Katoomba.","","","","","","","","","","","","-33.75","150.2667","EPSG:4326","1000.0","","33,45,,S,150,16,,E","-33.7500000000","","150.2667000000","","","","","","","","topo","","","","","","","Burgess, C.","1959-05-07","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","59fe94d2-63a9-46fa-b7e0-10c8d9e6a6a1","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15860","","Burgess, C.","","","UNSPECIFIED","","","","","","","","CANB","CANB","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","CANB:CANB:CANB 93227.2","CANB 93227.2","","Burgess, C.","","","","","","fruit, fertile","","","PRESENT","sheet","","","","","","","","","","56eabb75-e3d6-465a-b308-d068ecb4bca9","","","","","","1959-08-10T14:00:00Z","","1959","8","11","","","","","","","","","","","","","","","Australia","AU","New South Wales","","","Katoomba.","","","","","","","","","","","","-33.7","150.3","EPSG:4326","1000.0","","33,42,,S,150,18,,E","-33.7000000000","","150.3000000000","","","","","","","","topo","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","c6c5d838-2e43-4507-91bc-dde8ad6e0cc5","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15860","","Burgess, C.","","","UNSPECIFIED","","","","","","","","CANB","CANB","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","CANB:CANB:CANB 93227.1","CANB 93227.1","","Burgess, C.","","","","","","fruit, fertile","","","PRESENT","sheet","","","","","","","","","","c6c5d838-2e43-4507-91bc-dde8ad6e0cc5","","","","","","1959-08-10T14:00:00Z","","1959","8","11","","","","","","","","","","","","","","","Australia","AU","New South Wales","","","Katoomba.","","","","","","","","","","","","-33.7","150.3","EPSG:4326","1000.0","","33,42,,S,150,18,,E","-33.7000000000","","150.3000000000","","","","","","","","topo","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","56eabb75-e3d6-465a-b308-d068ecb4bca9","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15860","","Lyne, A.M.","","","UNSPECIFIED","","","","","","","","CANB","CBG","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","CANB:CBG:CBG 9503998.1","CBG 9503998.1","1567","Lyne, A.M.","","","","","","flowers, fertile","","","PRESENT","sheet","","","","","","","Sparse, open herb, c. 30 cm high.","","","2c995370-9ca5-4a8c-ae90-16a92320430d","","","","","","1995-02-24T13:00:00Z","","1995","2","25","","Sandy soil on sandstone.","","","","","","","","","","","","","Australia","AU","New South Wales","","","Budawang Range, near Camping Rock Creek.","","","","","","","","","","","","-35.2","150.2333","EPSG:4326","5000.0","","35,12,,S,150,14,,E","-35.2000000000","","150.2333000000","","","","","","","","topo","","","","","","","Telford, I.R., Lyne, A.M.","1995-02","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","33994e40-075e-4a2d-bb8c-1b9676e6cdd7","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15860","","Purdie, R.W.","","","UNSPECIFIED","","","","","","","","CANB","CANB","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","CANB:CANB:CANB 641365.1","CANB 641365.1","5631","Purdie, R.W.","","","","","","flowers, fertile","","","PRESENT","sheet","","","","","","","Perennial herb, flowers bracts white, flowers pale purple.","","","9666f6dc-8476-41a4-9a9e-3e5af372ea6d","","","","","","2003-01-31T13:00:00Z","","2003","2","1","","Plateau. Shallow pale brown sandy loam over sandstone platform. Burnt shrubland including {Hakea, Isopogon?} with regrowth of {Acacia} and {Eucalyptus}. Growing in area burnt by wildfire about 12 months earlier.","","","","","","","","","","","","","Australia","AU","New South Wales","","","Morton National Park, ca 7 km from Sassafras on road to Nowra, along track south of Boolijah Creek.","","","","","","","","","","","","-35.1167","150.3008","EPSG:4326","50.0","","35,7,0,S,150,18,3,E","-35.1167000000","","150.3008000000","","","","","","","","gps","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","f7848169-033e-4297-b362-54fb1c2627ca","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15860","","Burgess, C.","","","UNSPECIFIED","","","","","","","","CANB","CBG","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","CANB:CBG:CBG 35654.1","CBG 35654.1","","Burgess, C.","","","","","","flowers, fertile","","","PRESENT","sheet","","","","","","","","","","7b14e89f-9921-4ee3-9af9-c5a26186b968","","","","","","1970-11-19T14:00:00Z","","1970","11","20","","","","","","","","","","","","","","","Australia","AU","New South Wales","","","Narrow Neck, Katoomba.","","","","","","","","","","","","-33.75","150.2667","EPSG:4326","1000.0","","33,45,,S,150,16,,E","-33.7500000000","","150.2667000000","","","","","","","","topo","","","","","","","Burgess, C.","1970-11-20","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","","Maiden & Betche","Pink Flannel Flower","","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","038da52b-b910-41cb-b453-ee859dc178d1","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15861","","Fairley, A.","2021-02-22T09:33:17","","CC-BY 4.0 (Int)","","","","","","","","NSW","NSW","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","NSW:NSW:NSW716767","NSW716767","s.n.","Fairley, A.","","","","","","flowers|fruits","","NATIVE","PRESENT","sheet","in collection","","","","","","Thousands of plants on burnt Banksia/Allocasuarina heath.","","","9a327c30-b746-4400-8d2d-58619f198cfc","","","","","","2004-02-02T13:00:00Z","","2004","2","3","","","","","","","","","","","","","","","Australia","AU","New South Wales","Central Tablelands","","ca. 300 m before Hargraves Lookout, Shipley Plateau, Blackheath","ca. 300 m before Hargraves Lookout, Shipley Plateau, Blackheath","","","","","","","","","","","-33.6792","150.2417","EPSG:4326","1000.0","","33 40 45 S, 150 14 30 E","-33.6792","33 40 45 S","150.2417","150 14 30 E","","Degrees Minutes Seconds","","","","","","Gazetteer","","","","","","Wiecek, B.M.","2003","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","Maiden & Betche","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","species","Maiden & Betche","Pink Flannel Flower","ICN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","66c996de-253a-4e54-ad1f-3722abeaf0d1","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15861","","Burgess, C.","2021-02-28T14:04:10","","CC-BY 4.0 (Int)","","","","","","","","NSW","NSW","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","NSW:NSW:NSW575176","NSW575176","s.n.","Burgess, C.","","","","","","fertile","","NATIVE","PRESENT","sheet","in collection","","","","","","50 cm high.","","","8b34d246-0670-4dac-870b-680f2b1986c2","","","","","","1958-12-31T14:00:00Z","","1959","1","1","","","","","","","","","","","","","","","Australia","AU","New South Wales","Central Tablelands","","Narrow Neck, Katoomba.","Narrow Neck, Katoomba.","","","","","","","","","","","-33.75","150.25","EPSG:4326","25000.0","","33 45 S, 150 15 E","-33.75","33 45 S","150.25","150 15 E","","Degrees Minutes","","","","","","Gazetteer","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","Maiden & Betche","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","species","Maiden & Betche","Pink Flannel Flower","ICN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","293b14fa-8ab8-489d-8d79-eb8156b2e39e","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15861","","Cuneo, P.V.|Paroissien, R.|Phillips, G.P.","2021-04-07T11:06:20","","CC-BY 4.0 (Int)","","","","","","","","NSW","NSW","","","PRESERVED_SPECIMEN","","","","NSW:NSW:NSW1101749","NSW1101749","273","Phillips, G.P.","","","","","","flowers|fruits","","NATIVE","PRESENT","sheet","in collection","","","","","","Common small annual herb, 30cm. Flowers pink/white, fruits white/grey. Seed collection made.","","","","","","","","","2021-03-25T13:00:00Z","","2021","3","26","","Exposed sandstone ridgeline. Banksia ericifolia heathland with scattered Eucalyptus stricta, Eucalyptus oreades and Hakea dactyloides. Skeletal sand/shallow loam on sandstone. Mass flowering of Actinotus forsythii after 2019/2020 bushfires; Banksia canopy killed by fire; understorey regenerating strongly.","","","","","","","","","","","","","Australia","AU","New South Wales","Central Coast","","Narrowneck, off Glenraphael Drive trail, near Katoomba, Blue Mountains National Park.","","","","941 m","941 m","","","","","","","-33.732774999128225","150.284203","EPSG:4326","3.0","","33 43 57.99S, 150 17 03.13E","-33.732775","33 43 57.99S","150.284203","150 17 03.13E","EPSG:4283","Degrees Minutes Decimal Seconds","EPSG:4283","","","","","GPS","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","Maiden & Betche","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","species","Maiden & Betche","Pink Flannel Flower","ICN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","e9f10998-e07e-4c5e-ae16-272616868503","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15861","","Bishop, W.|Brown, J.","2021-02-28T15:29:14","","CC-BY 4.0 (Int)","","","","","","","","NSW","NSW","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","NSW:NSW:NSW364842","NSW364842","173","Brown, J.","","","","","","buds|flowers","","NATIVE","PRESENT","sheet","on loan","","","","","","Herb with pink bracts, 20 cm high.","","","5b3bcd7c-b497-4401-97f6-60aa3185dfc0","","","","","","1984-04-21T14:00:00Z","","1984","4","22","","Growing in moist conditions on sandstone.","","","","","","","","","","","","","Australia","AU","New South Wales","Central Tablelands","","Slopes of Mount Hay, via Katoomba.","Slopes of Mount Hay, via Katoomba.","","","","","","","","","","","-33.63","150.42","EPSG:4326","10000.0","","33 38 S, 150 25 E","-33.63","33 38 S","150.42","150 25 E","","Degrees Minutes","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","Maiden & Betche","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","species","Maiden & Betche","Pink Flannel Flower","ICN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","9577d386-c652-4c9e-8e7e-273000ead1de","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15861","","Jones, W.","2021-02-28T14:35:06","","CC-BY 4.0 (Int)","","","","","","","","NSW","NSW","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","NSW:NSW:NSW861298","NSW861298","s.n.","Jones, W.","","","","","","flowers","","NATIVE","PRESENT","sheet","in collection","","","","","","[See specimen sheet for a list of other locality grid refs.]","","","27b39dff-3ad7-47da-a772-842fac09f614","","","","","","2010-03-15T13:00:00Z","","2010","3","16","","Growing in Allocasuarina nana heath. Post 2009 hazard reduction burn.","","","","","","","","","","","","","Australia","AU","New South Wales","Central Tablelands","","Near Prydes Prospect, Kanangra Walls. (Grid Ref.: 234143mE; 6235765mN; zone 56H), Kanangra-Boyd National Park.","Near Prydes Prospect, Kanangra Walls. (Grid Ref.: 234143mE; 6235765mN; zone 56H)","","","","","","","","","","","-33.98507199912509","150.122094","EPSG:4326","","","Z56 234143E 6235765N","-33.985072","","150.122094","","EPSG:4283","UTM","EPSG:32656","","","","","GPS","","","","","","Orme, A.E.","2010-05-03","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","Maiden & Betche","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","species","Maiden & Betche","Pink Flannel Flower","ICN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","bac6573b-d6fd-4b29-83a3-39401ff0c94f","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15861","","Dark, J.","2021-02-28T14:35:03","","CC-BY 4.0 (Int)","","","","","","","","NSW","NSW","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","NSW:NSW:NSW575178","NSW575178","s.n.","Dark, J.","","","","","","flowers","","NATIVE","PRESENT","sheet","in collection","","","","","","Uncommon.  2 small groups of plants.","","","51faaf38-6f31-4a1d-8a41-ca96ff520079","","","","","","1987-03-20T14:00:00Z","","1987","3","21","","Heathland near cliff edge. Banksia ericifolia, Eucalyptus striata, etc. Area burnt Jan 1986.","","","","","","","","","","","","","Australia","AU","New South Wales","Central Tablelands","","Cliff walk near Echo Point, Katoomba.","Cliff walk near Echo Point, Katoomba.","","","","","","","","","","","-33.72","150.32","EPSG:4326","25000.0","","33 43 S, 150 19 E","-33.72","33 43 S","150.32","150 19 E","","Degrees Minutes","","","","","","Gazetteer","","","","","","","","","","White form","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","Maiden & Betche","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","species","Maiden & Betche","Pink Flannel Flower","ICN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","0c81f3d8-fff1-47f5-bb7c-bd43b8fb7f90","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15861","","Hind, P.D.|Ingram, C.K.|Kodela, P.G.","2021-02-22T09:34:06","","CC-BY 4.0 (Int)","","","","","","","","NSW","NSW","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","NSW:NSW:NSW250197","NSW250197","6485","Kodela, P.G.","","","","","","flowers","","NATIVE","PRESENT","sheet","in collection","","","","","","Locally abundant. More or less erect herb to 30 cm, with well developed tap root. Flowers pinkish, bracts whitish with some pink on reverse. Flowering just started many buds to go and seedlings still to produce. Living Coll. No.: 920249.","","","5dc38182-8dfe-49a2-a088-f6f78ea25e5d","","","","","","1992-01-30T13:00:00Z","","1992","1","31","","Flattish area on ridge with rock platforms covered in heath of Leptospermum & Calytrix with Callitris in deeper soil pockets. Area burnt winter 1991. Skeletal sandy soil on sandstone.","","","","","","","","","","","","","Australia","AU","New South Wales","Central Tablelands","","On no. 7 fire trail to Wolgan Pinnacle, 4.6 km north of Sunnyside Road, Newnes Plateau, Newnes State Forest.","On no. 7 fire trail to Wolgan Pinnacle, 4.6 km north of Sunnyside Road, Newnes Plateau.","930.0","930.0","930 m","930 m","","","","","","","-33.2811","150.1786","EPSG:4326","50.0","","33 16 52 S, 150 10 43 E","-33.2811","33 16 52 S","150.1786","150 10 43 E","","Degrees Minutes Seconds","","","","","","","","","","","","Powell, J.M.","1992-03","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","Maiden & Betche","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","species","Maiden & Betche","Pink Flannel Flower","ICN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","27e2bb54-bd51-4bac-9631-966f184618fc","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15861","","Pearson, D.J.","2021-02-28T15:29:13","","CC-BY 4.0 (Int)","","","","","","","","NSW","NSW","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","NSW:NSW:NSW364840","NSW364840","s.n.","Pearson, D.J.","","","","","","flowers","","NATIVE","PRESENT","sheet","on loan","","","","","","Collecte late September.","","","8084ebd8-f705-4da6-8d79-4158e59bb5a0","","","","","","","","1980","9","","","Dry sclerophyll community. Located in marshy, well-shaded site on a steep bank. Soil-plateau sandstone.","","","","","","","","","","","","","Australia","AU","New South Wales","Central Tablelands","","Narrowneck, Blue Mountains.","Narrowneck, Blue Mountains.","","","","","","","","","","","-33.82","150.32","EPSG:4326","10000.0","","33 49 S, 150 19 E","-33.82","33 49 S","150.32","150 19 E","","Degrees Minutes","","","","","","","","","","","","Powell, J.M.","","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","Maiden & Betche","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","species","Maiden & Betche","Pink Flannel Flower","ICN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","898b6b76-90f2-4675-ba91-0ca7e5f8f468","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15861","","Lyne, A.M.|Telford, I.R.H.","2021-02-28T12:25:11","","CC-BY 4.0 (Int)","","","","","","","","NSW","NSW","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","NSW:NSW:NSW623363","NSW623363","1567","Telford, I.R.H.","","","","","","flowers","","NATIVE","PRESENT","sheet","in collection","","","","","CBG 9503998.1","Localised. Sparse, open herb, c. 30 cm high.","","","33994e40-075e-4a2d-bb8c-1b9676e6cdd7","","","","","","1995-02-24T13:00:00Z","","1995","2","25","","Sandy soil on sandstone.","","","","","","","","","","","","","Australia","AU","New South Wales","South Coast","","Budawang Range, near Camping Rock Creek.","Budawang Range, near Camping Rock Creek.","","","","","","","","","","","-35.2","150.23","EPSG:4326","5000.0","","35 12 S, 150 14 E","-35.20","35 12 S","150.23","150 14 E","","Degrees Minutes","","","","","","","","","","","","Telford, I.R.H.","1995-02","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","Maiden & Betche","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","species","Maiden & Betche","Pink Flannel Flower","ICN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","ad44e0c8-2ede-4306-bad4-2b7597c98e22","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15861","","Walmsley, L.","2021-02-28T14:04:10","","CC-BY 4.0 (Int)","","","","","","","","NSW","NSW","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","NSW:NSW:NSW575177","NSW575177","s.n.","Walmsley, L.","","","","","","fertile","","NATIVE","PRESENT","sheet","in collection","","","","","","","","","ea0425b8-9c3d-4c40-b1f5-0169e300cb4f","","","","","","","","1976","4","","","","","","","","","","","","","","","","Australia","AU","New South Wales","Central Tablelands","","Kanangra Walls.","Kanangra Walls.","","","","","","","","","","","-33.98","150.12","EPSG:4326","10000.0","","33 59 S, 150 07 E","-33.98","33 59 S","150.12","150 07 E","","Degrees Minutes","","","","","","Gazetteer","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","Maiden & Betche","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","species","Maiden & Betche","Pink Flannel Flower","ICN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","2aa85b59-70a3-4b1b-9f8d-df80d7db5eb0","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
"dr15861","","Burgess, C.E.B.H.","2021-02-28T15:29:15","","CC-BY 4.0 (Int)","","","","","","","","NSW","NSW","","","PRESERVED_SPECIMEN","","","{""type"":""PhysicalObject""}","NSW:NSW:NSW364844","NSW364844","s.n.","Burgess, C.E.B.H.","","","","","","flowers","","NATIVE","PRESENT","sheet","on loan","","","","","","This single small-flowered plant was the only prostate plant in a large community. It appeared to be eaten by some small animal - rabbit?","","","3cd72c5e-9f1d-4941-b67d-44d7587a1050","","","","","","1967-04-14T14:00:00Z","","1967","4","15","","","","","","","","","","","","","","","Australia","AU","New South Wales","South Coast","","Pigeon House Range.","Pigeon House Range.","","","","","","","","","","","-35.35","150.27","EPSG:4326","10000.0","","35 21 S, 150 16 E","-35.35","35 21 S","150.27","150 16 E","","Degrees Minutes","","","","","","","","","","","","","","","","","","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","Maiden & Betche","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","forsythii","","species","species","Maiden & Betche","Pink Flannel Flower","ICN","","","","PreservedSpecimen","","","Actinotus forsythii","","","","","","","Published dataset","","99dde251-b7dc-4c75-948c-e9de629e983b","","","Actinotus forsythii Maiden & Betche","","","","","","","","","PhysicalObject"
